,Account,Date,Transaction type,Num,Name,Memo/Description,Account full name,Account,Amount,Balance
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-600,,Hubbard MSS-EDR (annual),2800 Deferred Revenue,,-$593.75,"$790,641.92"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-602,,PSM MSS-VM,2800 Deferred Revenue,,-$695.25,"$789,946.67"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-603,,Escalent MSS-VMP,2800 Deferred Revenue,,"-$1,375.00","$788,571.67"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-604,,Trumbull MSS-FW,2800 Deferred Revenue,,"-$1,785.00","$786,786.67"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-605,,Flexible Plan MSS-FW,2800 Deferred Revenue,,"-$4,497.67","$782,289.00"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-606,,Harmony Healtcare MSS-FW Palo Alto,2800 Deferred Revenue,,"-$3,776.61","$778,512.39"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-607,,Nat Mach MSS-FW (F),2800 Deferred Revenue,,"-$2,166.67","$776,345.72"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-608,,Nat Mach MSS-PLS,2800 Deferred Revenue,,-$500.00,"$775,845.72"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-609,,Nat Mach MSS-VM,2800 Deferred Revenue,,"-$2,592.17","$773,253.55"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-610,,Masco NWG Mon,2800 Deferred Revenue,,"-$6,704.17","$766,549.38"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-611,,Edcor MSS-WLAN,2800 Deferred Revenue,,-$333.33,"$766,216.05"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-612,,Emergent Health MSS-EDR,2800 Deferred Revenue,,"-$2,800.00","$763,416.05"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-613,,PSM MSS-FW,2800 Deferred Revenue,,-$429.17,"$762,986.88"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-614,,WHS MSS-MSS,2800 Deferred Revenue,,"-$4,532.00","$758,454.88"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-615,,Zausmer MSS,2800 Deferred Revenue,,"-$1,390.50","$757,064.38"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-616,,WHS MSS-EDR,2800 Deferred Revenue,,"-$11,380.47","$745,683.91"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-617,,Trumbull MSS-PRLD,2800 Deferred Revenue,,"-$2,805.00","$742,878.91"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-618,,WHS MSS-VM,2800 Deferred Revenue,,-$858.33,"$742,020.58"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-619,,Henniges MSS-VM,2800 Deferred Revenue,,"-$3,250.00","$738,770.58"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-632,,Halo NWG Monitor,2800 Deferred Revenue,,-$916.67,"$737,853.91"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-636,,Halo NWG Manage,2800 Deferred Revenue,,"-$9,572.92","$728,280.99"
,2800 Deferred Revenue,04/01/2024,Journal Entry,LK-22-640,,Halo NWG Advise,2800 Deferred Revenue,,"-$2,500.00","$725,780.99"
,2800 Deferred Revenue,04/10/2024,Journal Entry,LK-22-625,,Hubbard MSS KnowBe4 Training,2800 Deferred Revenue,,-$232.30,"$725,548.69"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-642,,Halo NWG Advise,2800 Deferred Revenue,,"-$2,500.00","$723,048.69"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-643,,Edcor NWG-FW,2800 Deferred Revenue,,-$944.17,"$722,104.52"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT MSS-FW,2800 Deferred Revenue,,"-$2,766.75","$719,337.77"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT MSS-EDR,2800 Deferred Revenue,,"-$3,257.09","$716,080.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT MSS-VM,2800 Deferred Revenue,,"-$1,085.00","$714,995.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT-MSS-SSL,2800 Deferred Revenue,,-$279.00,"$714,716.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT-MSS-NWGM,2800 Deferred Revenue,,-$465.00,"$714,251.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT-MSS-FWR,2800 Deferred Revenue,,"-$1,240.00","$713,011.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-644,,GT-MSS-VPN,2800 Deferred Revenue,,-$232.50,"$712,779.18"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-646,,Harmony NWG Manage (Pulse),2800 Deferred Revenue,,-$257.50,"$712,521.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-647,,Escalent MSS-NWGMAN,2800 Deferred Revenue,,"-$10,920.00","$701,601.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-648,,Escalent MSS-VMP,2800 Deferred Revenue,,"-$1,375.00","$700,226.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-649,,Zingermans MSS-PLS,2800 Deferred Revenue,,-$550.00,"$699,676.68"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-650,,Akumin NWGMAN,2800 Deferred Revenue,,"-$22,916.67","$676,760.01"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-651,,Escalent MSS-ADV,2800 Deferred Revenue,,"-$4,166.67","$672,593.34"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-652,,Nat Mach MSS-VM,2800 Deferred Revenue,,"-$2,592.17","$670,001.17"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-653,,Masco NWG Mon,2800 Deferred Revenue,,"-$6,704.17","$663,297.00"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-654,,Edcor MSS-WLAN,2800 Deferred Revenue,,-$333.33,"$662,963.67"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-655,,Halo NWG Manage,2800 Deferred Revenue,,"-$9,572.92","$653,390.75"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-656,,PSM MSS-FW,2800 Deferred Revenue,,-$429.17,"$652,961.58"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-657,,WHS MSS-MSS,2800 Deferred Revenue,,"-$4,532.00","$648,429.58"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-658,,WHS MSS-EDR,2800 Deferred Revenue,,"-$11,380.47","$637,049.11"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-659,,WHS MSS-VM,2800 Deferred Revenue,,-$858.33,"$636,190.78"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-660,,Henniges MSS-VM,2800 Deferred Revenue,,"-$3,250.00","$632,940.78"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-661,,Nat Mach MSS-PLS,2800 Deferred Revenue,,-$500.00,"$632,440.78"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-662,,Nat Mach MSS-FW (F),2800 Deferred Revenue,,"-$2,166.67","$630,274.11"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-663,,Halo NWG Monitor,2800 Deferred Revenue,,-$916.67,"$629,357.44"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-664,,Emergent Health MSS-VM,2800 Deferred Revenue,,"-$1,603.33","$627,754.11"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-665,,Trumbull MSS-EDR,2800 Deferred Revenue,,"-$1,780.00","$625,974.11"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-666,,Altarum NWGMAN,2800 Deferred Revenue,,"-$1,979.17","$623,994.94"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-667,,Harmony Healtcare MSS-FW Palo Alto,2800 Deferred Revenue,,"-$3,776.61","$620,218.33"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-668,,Zausmer MSS,2800 Deferred Revenue,,"-$1,390.50","$618,827.83"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-669,,Hubbard MSS-MBS,2800 Deferred Revenue,,-$550.00,"$618,277.83"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-670,,Nat Mach MSS-FW (PA),2800 Deferred Revenue,,"-$1,016.67","$617,261.16"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-671,,WHS MSS-Monitor,2800 Deferred Revenue,,"-$4,166.67","$613,094.49"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-672,,Zingermans MSS-FW PA460,2800 Deferred Revenue,,-$550.00,"$612,544.49"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-673,,IHA NWG Monitor,2800 Deferred Revenue,,"-$4,166.67","$608,377.82"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-674,,Harmony Healtcare MSS-FW Cisco,2800 Deferred Revenue,,"-$1,716.67","$606,661.15"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-675,,Hubbard MSS-EDR (annual),2800 Deferred Revenue,,-$593.75,"$606,067.40"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-677,,Flexible Plan MSS-FW,2800 Deferred Revenue,,"-$4,497.67","$601,569.73"
,2800 Deferred Revenue,05/01/2024,Journal Entry,LK-22-678,,PSM MSS-VM,2800 Deferred Revenue,,-$695.25,"$600,874.48"
,2800 Deferred Revenue,05/08/2024,Invoice,2066,"TRUMBULL INDUSTRIES, INC",Prelude,2800 Deferred Revenue,Accounts Receivable,"$33,660.00","$634,534.48"
,2800 Deferred Revenue,05/08/2024,Invoice,2066,"TRUMBULL INDUSTRIES, INC",Firewalls,2800 Deferred Revenue,Accounts Receivable,"$21,420.00","$655,954.48"
,2800 Deferred Revenue,05/10/2024,Journal Entry,LK-22-681,,Hubbard MSS KnowBe4 Training,2800 Deferred Revenue,,-$232.30,"$655,722.18"
,2800 Deferred Revenue,05/23/2024,Invoice,2072,Delphinus Medical Technologies,Vulnerability Management Program for up to 200 assets,2800 Deferred Revenue,Accounts Receivable,"$12,500.00","$668,222.18"
,2800 Deferred Revenue,05/23/2024,Invoice,2074,RED LEVEL GROUP,Vulnerabilty Managed services,2800 Deferred Revenue,Accounts Receivable,"$40,170.00","$708,392.18"
,2800 Deferred Revenue,05/31/2024,Invoice,2082,FAITH CATHOLIC,Managed Security Services Renewal,2800 Deferred Revenue,Accounts Receivable,"$15,000.00","$723,392.18"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-686,,Escalent MSS-ADV,2800 Deferred Revenue,,"-$4,166.67","$719,225.51"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-687,,Hubbard MSS-EDR (annual),2800 Deferred Revenue,,-$593.75,"$718,631.76"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-688,,Harmony Healtcare MSS-FW Cisco,2800 Deferred Revenue,,"-$1,716.67","$716,915.09"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-689,,Emergent Health MSS-VM,2800 Deferred Revenue,,"-$1,603.33","$715,311.76"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-690,,IHA NWG Monitor,2800 Deferred Revenue,,"-$4,166.67","$711,145.09"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-691,,Hubbard MSS-MBS,2800 Deferred Revenue,,-$550.00,"$710,595.09"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT MSS-FW,2800 Deferred Revenue,,"-$2,766.75","$707,828.34"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT MSS-EDR,2800 Deferred Revenue,,"-$3,257.09","$704,571.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT MSS-VM,2800 Deferred Revenue,,"-$1,085.00","$703,486.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT-MSS-SSL,2800 Deferred Revenue,,-$279.00,"$703,207.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT-MSS-NWGM,2800 Deferred Revenue,,-$465.00,"$702,742.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT-MSS-FWR,2800 Deferred Revenue,,"-$1,240.00","$701,502.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-692,,GT-MSS-VPN,2800 Deferred Revenue,,-$232.50,"$701,269.75"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-694,,Harmony NWG Manage (Pulse),2800 Deferred Revenue,,-$257.50,"$701,012.25"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-695,,Akumin NWGMAN,2800 Deferred Revenue,,"-$22,916.67","$678,095.58"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-696,,WHS MSS-Monitor,2800 Deferred Revenue,,"-$4,166.67","$673,928.91"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-697,,Zingermans MSS-FW PA460,2800 Deferred Revenue,,-$550.00,"$673,378.91"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-698,,Edcor NWG-FW,2800 Deferred Revenue,,-$944.17,"$672,434.74"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-699,,Nat Mach MSS-FW (PA),2800 Deferred Revenue,,"-$1,016.67","$671,418.07"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-700,,Trumbull MSS-EDR,2800 Deferred Revenue,,"-$1,780.00","$669,638.07"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-701,,Altarum NWGMAN,2800 Deferred Revenue,,"-$1,979.17","$667,658.90"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-702,,Halo NWG Monitor,2800 Deferred Revenue,,-$916.67,"$666,742.23"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-703,,Halo NWG Advise,2800 Deferred Revenue,,"-$2,500.00","$664,242.23"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-704,,Nat Mach MSS-VM,2800 Deferred Revenue,,"-$2,592.17","$661,650.06"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-705,,Escalent MSS-NWGMAN,2800 Deferred Revenue,,"-$10,920.00","$650,730.06"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-706,,Escalent MSS-VMP,2800 Deferred Revenue,,"-$1,375.00","$649,355.06"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-707,,Zingermans MSS-PLS,2800 Deferred Revenue,,-$550.00,"$648,805.06"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-708,,Masco NWG Mon,2800 Deferred Revenue,,"-$6,704.17","$642,100.89"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-709,,Edcor MSS-WLAN,2800 Deferred Revenue,,-$333.33,"$641,767.56"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-710,,Halo NWG Manage,2800 Deferred Revenue,,"-$9,572.92","$632,194.64"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-711,,PSM MSS-FW,2800 Deferred Revenue,,-$429.17,"$631,765.47"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-712,,WHS MSS-MSS,2800 Deferred Revenue,,"-$4,532.00","$627,233.47"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-713,,Zausmer MSS,2800 Deferred Revenue,,"-$1,390.50","$625,842.97"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-714,,WHS MSS-EDR,2800 Deferred Revenue,,"-$11,380.47","$614,462.50"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-715,,WHS MSS-VM,2800 Deferred Revenue,,-$858.33,"$613,604.17"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-716,,Henniges MSS-VM,2800 Deferred Revenue,,"-$3,250.00","$610,354.17"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-717,,Nat Mach MSS-PLS,2800 Deferred Revenue,,-$500.00,"$609,854.17"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-718,,Nat Mach MSS-FW (F),2800 Deferred Revenue,,"-$2,166.67","$607,687.50"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-719,,Harmony Healtcare MSS-FW Palo Alto,2800 Deferred Revenue,,"-$3,776.61","$603,910.89"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-720,,Flexible Plan MSS-FW,2800 Deferred Revenue,,"-$4,497.67","$599,413.22"
,2800 Deferred Revenue,06/01/2024,Journal Entry,LK-22-721,,PSM MSS-VM,2800 Deferred Revenue,,-$695.25,"$598,717.97"
,2800 Deferred Revenue,06/10/2024,Journal Entry,LK-22-725,,Hubbard MSS KnowBe4 Training,2800 Deferred Revenue,,-$232.30,"$598,485.67"
,2800 Deferred Revenue,06/13/2024,Invoice,2104,INTEGRATED HEALTH ASSOCIATES,Executive and expert-level networking and security advisory service,2800 Deferred Revenue,Accounts Receivable,"$71,020.00","$669,505.67"
,2800 Deferred Revenue,06/19/2024,Invoice,2106,PARK PLACE TECHNOLOGIES,CISO Hiring Support,2800 Deferred Revenue,Accounts Receivable,"$15,000.00","$684,505.67"
,2800 Deferred Revenue,06/27/2024,Invoice,2112,Akumin Operating Corp.,Managed Security Services NWG Manage Data Centers/Cloud & Escalation Services (per year),2800 Deferred Revenue,Accounts Receivable,"$275,000.00","$959,505.67"
,2800 Deferred Revenue,06/28/2024,Invoice,2118,"BUSINESS INTERACTIONS, LLC",Managed Service For Firewall/VPN Devices,2800 Deferred Revenue,Accounts Receivable,"$21,218.00","$980,723.67"
,2800 Deferred Revenue,06/28/2024,Invoice,2121,Sage Publishing,Executive and expert-level networking and security advisory service,2800 Deferred Revenue,Accounts Receivable,"$115,200.00","$1,095,923.67"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-730,,Escalent MSS-ADV,2800 Deferred Revenue,,"-$4,166.67","$1,091,757.00"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-731,,Nat Mach MSS-FW (F),2800 Deferred Revenue,,"-$2,166.67","$1,089,590.33"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-732,,Flexible Plan MSS-FW,2800 Deferred Revenue,,"-$4,497.67","$1,085,092.66"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-733,,PSM MSS-VM,2800 Deferred Revenue,,-$695.25,"$1,084,397.41"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-734,,Hubbard MSS-EDR (annual),2800 Deferred Revenue,,-$593.75,"$1,083,803.66"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-735,,IHA NWG Monitor,2800 Deferred Revenue,,"-$4,166.67","$1,079,636.99"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-736,,Hubbard MSS-MBS,2800 Deferred Revenue,,-$550.00,"$1,079,086.99"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT MSS-FW,2800 Deferred Revenue,,"-$2,766.75","$1,076,320.24"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT MSS-EDR,2800 Deferred Revenue,,"-$3,257.09","$1,073,063.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT MSS-VM,2800 Deferred Revenue,,"-$1,085.00","$1,071,978.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT-MSS-SSL,2800 Deferred Revenue,,-$279.00,"$1,071,699.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT-MSS-NWGM,2800 Deferred Revenue,,-$465.00,"$1,071,234.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT-MSS-FWR,2800 Deferred Revenue,,"-$1,240.00","$1,069,994.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-737,,GT-MSS-VPN,2800 Deferred Revenue,,-$232.50,"$1,069,761.65"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-739,,Harmony NWG Manage (Pulse),2800 Deferred Revenue,,-$257.50,"$1,069,504.15"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-740,,WHS MSS-Monitor,2800 Deferred Revenue,,"-$4,166.67","$1,065,337.48"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-741,,Zingermans MSS-FW PA460,2800 Deferred Revenue,,-$550.00,"$1,064,787.48"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-742,,Edcor NWG-FW,2800 Deferred Revenue,,-$944.17,"$1,063,843.31"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-743,,Nat Mach MSS-FW (PA),2800 Deferred Revenue,,"-$1,016.67","$1,062,826.64"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-744,,Trumbull MSS-EDR,2800 Deferred Revenue,,"-$1,780.00","$1,061,046.64"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-745,,Altarum NWGMAN,2800 Deferred Revenue,,"-$1,979.17","$1,059,067.47"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-746,,Halo NWG Monitor,2800 Deferred Revenue,,-$916.67,"$1,058,150.80"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-747,,Halo NWG Advise,2800 Deferred Revenue,,"-$2,500.00","$1,055,650.80"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-748,,Nat Mach MSS-VM,2800 Deferred Revenue,,"-$2,592.17","$1,053,058.63"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-749,,Escalent MSS-NWGMAN,2800 Deferred Revenue,,"-$10,920.00","$1,042,138.63"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-750,,Escalent MSS-VMP,2800 Deferred Revenue,,"-$1,375.00","$1,040,763.63"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-751,,Zingermans MSS-PLS,2800 Deferred Revenue,,-$550.00,"$1,040,213.63"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-752,,Masco NWG Mon,2800 Deferred Revenue,,"-$6,704.17","$1,033,509.46"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-753,,Edcor MSS-WLAN,2800 Deferred Revenue,,-$333.33,"$1,033,176.13"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-754,,Halo NWG Manage,2800 Deferred Revenue,,"-$9,572.92","$1,023,603.21"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-755,,PSM MSS-FW,2800 Deferred Revenue,,-$429.17,"$1,023,174.04"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-756,,WHS MSS-MSS,2800 Deferred Revenue,,"-$4,532.00","$1,018,642.04"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-757,,Zausmer MSS,2800 Deferred Revenue,,"-$1,390.50","$1,017,251.54"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-758,,WHS MSS-EDR,2800 Deferred Revenue,,"-$11,380.47","$1,005,871.07"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-759,,WHS MSS-VM,2800 Deferred Revenue,,-$858.33,"$1,005,012.74"
,2800 Deferred Revenue,07/01/2024,Journal Entry,LK-22-760,,Nat Mach MSS-PLS,2800 Deferred Revenue,,-$500.00,"$1,004,512.74"
,2800 Deferred Revenue,07/10/2024,Journal Entry,LK-22-763,,Hubbard MSS KnowBe4 Training,2800 Deferred Revenue,,-$232.30,"$1,004,280.44"
,2800 Deferred Revenue,07/24/2024,Invoice,2140,"BUSINESS INTERACTIONS, LLC",Managed services for Virtual Firewalls,2800 Deferred Revenue,Accounts Receivable,"$46,679.60","$1,050,960.04"
,2800 Deferred Revenue,07/24/2024,Invoice,2142,CATALYST DEVELOPMENT CO LLC,Managed services,2800 Deferred Revenue,Accounts Receivable,"$7,560.00","$1,058,520.04"
,2800 Deferred Revenue,07/25/2024,Invoice,2143,Sage Publishing,Managed services for up to 17 devices,2800 Deferred Revenue,Accounts Receivable,"$115,000.00","$1,173,520.04"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-771,,Harmony NWG Manage (Pulse),2800 Deferred Revenue,,-$257.50,"$1,173,262.54"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-772,,Nat Mach MSS-FW (F),2800 Deferred Revenue,,"-$2,166.67","$1,171,095.87"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-773,,Flexible Plan MSS-FW,2800 Deferred Revenue,,"-$4,497.67","$1,166,598.20"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-774,,PSM MSS-VM,2800 Deferred Revenue,,-$695.25,"$1,165,902.95"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-775,,Hubbard MSS-EDR (annual),2800 Deferred Revenue,,-$593.75,"$1,165,309.20"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-776,,IHA NWG Monitor,2800 Deferred Revenue,,"-$4,166.67","$1,161,142.53"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-777,,Hubbard MSS-MBS,2800 Deferred Revenue,,-$550.00,"$1,160,592.53"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT MSS-FW,2800 Deferred Revenue,,"-$2,766.75","$1,157,825.78"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT MSS-EDR,2800 Deferred Revenue,,"-$3,257.09","$1,154,568.69"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT MSS-VM,2800 Deferred Revenue,,"-$1,085.00","$1,153,483.69"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT-MSS-SSL,2800 Deferred Revenue,,-$279.00,"$1,153,204.69"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT-MSS-NWGM,2800 Deferred Revenue,,-$465.00,"$1,152,739.69"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT-MSS-FWR,2800 Deferred Revenue,,"-$1,240.00","$1,151,499.69"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-778,,GT-MSS-VPN,2800 Deferred Revenue,,-$232.50,"$1,151,267.19"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-780,,WHS MSS-Monitor,2800 Deferred Revenue,,"-$4,166.67","$1,147,100.52"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-781,,Zingermans MSS-FW PA460,2800 Deferred Revenue,,-$550.00,"$1,146,550.52"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-782,,Edcor NWG-FW,2800 Deferred Revenue,,-$944.17,"$1,145,606.35"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-783,,Nat Mach MSS-FW (PA),2800 Deferred Revenue,,"-$1,016.67","$1,144,589.68"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-784,,Trumbull MSS-EDR,2800 Deferred Revenue,,"-$1,780.00","$1,142,809.68"
,2800 Deferred Revenue,08/01/2024,Journal Entry,LK-22-785,,Altarum NWGMAN,2800 Deferred Revenue,,"-$1,979.17","$1,140,830.51"
